Lat,Long,pref_name_for_society,soc_id,Community marriage organization,Cousin marriages permitted,Cousin marriages permitted: subtypes,Cousin marriages preferred,Cousin marriages preferred: subtypes,Domestic organization,Marital composition: monogamy and polygamy,Marital residence with kin: alternate,Marital residence with kin: change after first years,Marital residence with kin: first years,Marital residence with kin: prevailing pattern,Organization of clan communities,Transactions at marriage: alternate type,Transactions at marriage: prevailing type,Transfer of residence at marriage: alternate,Transfer of residence at marriage: prevailing pattern,Community marriage organization_numeric,Cousin marriages permitted_numeric,Cousin marriages permitted: subtypes_numeric,Cousin marriages preferred_numeric,Cousin marriages preferred: subtypes_numeric,Domestic organization_numeric,Marital composition: monogamy and polygamy_numeric,Marital residence with kin: alternate_numeric,Marital residence with kin: change after first years_numeric,Marital residence with kin: first years_numeric,Marital residence with kin: prevailing pattern_numeric,Organization of clan communities_numeric,Transactions at marriage: alternate type_numeric,Transactions at marriage: prevailing type_numeric,Transfer of residence at marriage: alternate_numeric,Transfer of residence at marriage: prevailing pattern_numeric
47.0,136.0,Udihe,ec21,Clans,Cross-cousin,Duolateral,Cross-cousin: matri,MoBrDa,"Nuclear, limited polygyny",Limited polygyny,Avuncu-uxorilocal,Same,Virilocal,Virilocal,Clans,Woman exchange,Bride-wealth,Ambi/neo-local,Wife to husband,1,1,0,4,3,2,0,1,1,11,11,0,6,1,0,3
47.42,-124.16,Quinault,Nb25,Exogamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Small extended,Limited polygyny,Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,No alternate,Token bride-wealth,Husband to wife,Ambi/neo-local,3,5,2,7,4,7,0,9,1,1,1,2,4,5,1,0
47.91,-124.59,Quileute,Nb18,Exogamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Large extended,"Polygyny, non-sororal cohabit",No alternate,Same,Virilocal,Virilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,3,5,2,7,4,0,3,6,1,11,11,2,4,1,2,3
48.0,-123.0,Klallam,Nb16,Exogamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Small extended,"Polygyny, sororal cohabit",No alternate,Same,Virilocal,Virilocal,No exogamous clans,No alternate,Gift exchange,No alternate,Wife to husband,3,5,2,7,4,7,5,6,1,11,11,2,4,3,2,3
48.0,-123.0,Twana,Nb2,Exogamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Large extended,Limited polygyny,No alternate,Same,Virilocal,Virilocal,No exogamous clans,Bride-wealth,Gift exchange,No alternate,Wife to husband,3,5,2,7,4,0,0,6,1,11,11,2,1,3,2,3
48.0,-121.0,Wenatchi,Nd16,Agamous,No first cousins,No first cousins,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,No alternate,Same,Virilocal,Virilocal,No exogamous clans,No alternate,Insignificant,No alternate,Wife to husband,0,4,1,7,4,2,0,6,1,11,11,2,4,4,2,3
48.0,-119.0,Sanpoil,Nd4,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Minimal extended,"Polygyny, non-sororal cohabit",No alternate,Same,Virilocal,Virilocal,No exogamous clans,No alternate,Token bride-wealth,No alternate,Wife to husband,0,5,2,7,4,1,3,6,1,11,11,2,4,5,2,3
48.0,-117.0,Coeur d’Alene,Nd14,Agamous,Only second cousins,Only second cousins,None preferred,None preferred,Small extended,"Polygyny, sororal cohabit",No alternate,Same,Virilocal,Virilocal,No exogamous clans,No alternate,Insignificant,No alternate,Wife to husband,0,6,3,7,4,7,5,6,1,11,11,2,4,4,2,3
48.0,-106.0,Assiniboine,Ne11,Exogamous,No first/second cousins,No first/second cousins,None preferred,None preferred,"Polygyny, typical cowives pattern","Polygyny, sororal cohabit",Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,Bride-service,Bride-wealth,Husband to wife,Ambi/neo-local,3,5,2,7,4,6,5,9,1,1,1,2,0,1,1,0
48.0,-72.0,Montagnais,Na32,Agamous,Cross-cousin,Duolateral,Cross-cousin: matri,MoBrDa,Large extended,Limited polygyny,No alternate,Same,Virilocal,Virilocal,No exogamous clans,No alternate,Bride-service,No alternate,Wife to husband,0,1,0,4,3,0,0,6,1,11,11,2,4,0,2,3
48.0,36.0,Ukrainians,Ch7,Demes,No first/second cousins,No first/second cousins,None preferred,None preferred,Minimal extended,Monogamous,Neolocal,Same,Virilocal,Virilocal,No exogamous clans,No alternate,Dowry,Ambi/neo-local,Wife to husband,2,5,2,7,4,1,1,5,1,11,11,2,4,2,0,3
48.0,70.0,Kazakh,Eb1,Clans,No first/second cousins,No first/second cousins,None preferred,None preferred,Small extended,"Polygyny, non-sororal cohabit",No alternate,Same,Patrilocal,Patrilocal,Clans,Dowry,Bride-wealth,No alternate,Wife to husband,1,5,2,7,4,7,3,6,1,8,8,0,2,1,2,3
48.33,-124.62,Makah,Nb24,Exogamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Small extended,Limited polygyny,No alternate,Same,Virilocal,Virilocal,No exogamous clans,Bride-wealth,Gift exchange,No alternate,Wife to husband,3,5,2,7,4,7,0,6,1,11,11,2,1,3,2,3
48.78,-108.98,Gros Ventre,Ne1,Exogamous,No first/second cousins,No first/second cousins,None preferred,None preferred,"Polygyny, typical cowives pattern","Polygyny, sororal cohabit",Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,No alternate,Bride-wealth,Husband to wife,Ambi/neo-local,3,5,2,7,4,6,5,9,1,1,1,2,4,1,1,0
48.84,-123.27,Lummi,Nb15,Exogamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Large extended,"Polygyny, non-sororal cohabit",Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,Bride-wealth,Gift exchange,Husband to wife,Ambi/neo-local,3,5,2,7,4,0,3,9,1,1,1,2,1,3,1,0
49.0,-122.0,Stó:lō,Nb27,Exogamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Small extended,"Polygyny, non-sororal cohabit",Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,No alternate,Gift exchange,Husband to wife,Ambi/neo-local,3,5,2,7,4,7,3,9,1,1,1,2,4,3,1,0
49.0,-120.0,Sinkaitk,Nd15,Demes,No first/second cousins,No first/second cousins,None preferred,None preferred,"Polygyny, typical cowives pattern","Polygyny, sororal cohabit",Neolocal,Different,Virilocal,Ambilocal,No exogamous clans,No alternate,Gift exchange,No alternate,Ambi/neo-local,2,5,2,7,4,6,5,5,0,11,2,2,4,3,2,0
49.0,-117.0,Kalispel,Nd13,Agamous,No first cousins,No first cousins,None preferred,None preferred,Small extended,"Polygyny, sororal cohabit",Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,No alternate,Insignificant,Husband to wife,Ambi/neo-local,0,4,1,7,4,7,5,9,1,1,1,2,4,4,1,0
49.0,-115.0,Piegan,Ne18,Exogamous,No first cousins,No first cousins,None preferred,None preferred,"Polygyny, typical cowives pattern","Polygyny, sororal cohabit",Neolocal,Same,Virilocal,Virilocal,No exogamous clans,Bride-wealth,Gift exchange,Ambi/neo-local,Wife to husband,3,4,1,7,4,6,5,5,1,11,11,2,1,3,0,3
49.0,-96.0,Minnesota Ojibwa,Na36,Agamous,Cross-cousin,Duolateral,Cross-cousin: either,Cross-cousin,Small extended,Limited polygyny,No alternate,Different,Uxorilocal,Neolocal,No exogamous clans,No alternate,Insignificant,No alternate,Ambi/neo-local,0,1,0,3,0,7,0,6,0,10,7,2,4,4,2,0
49.0,-92.0,Rainy River Ojibwe,Na37,Agamous,Cross-cousin,Duolateral,Cross-cousin: either,Cross-cousin,Small extended,Limited polygyny,No alternate,Different,Uxorilocal,Ambilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Ambi/neo-local,0,1,0,3,0,7,0,6,0,10,2,2,4,1,2,0
49.0,125.0,Dagur,Eb4,Clans,No first cousins,No first cousins,None preferred,None preferred,Small extended,Monogamous,No alternate,Same,Patrilocal,Patrilocal,Clans,No alternate,Bride-wealth,No alternate,Wife to husband,1,4,1,7,4,7,1,6,1,8,8,0,4,1,2,3
49.01,-122.73,Cowichan,Nb26,Exogamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Large extended,"Polygyny, non-sororal cohabit",Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,No alternate,Bride-wealth,Husband to wife,Ambi/neo-local,3,5,2,7,4,0,3,9,1,1,1,2,4,1,1,0
49.16,-125.85,Nuu chah nulth,Nb11,Exogamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Small extended,Limited polygyny,Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,No alternate,Gift exchange,Husband to wife,Ambi/neo-local,3,5,2,7,4,7,0,9,1,1,1,2,4,3,1,0
49.72,-124.97,Comox,Nb14,Exogamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Large extended,"Polygyny, non-sororal cohabit",Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,No alternate,Gift exchange,Husband to wife,Ambi/neo-local,3,5,2,7,4,0,3,9,1,1,1,2,4,3,1,0
50.0,-123.0,Squamish,Nb13,Exogamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Large extended,"Polygyny, non-sororal cohabit",No alternate,Same,Virilocal,Virilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,3,5,2,7,4,0,3,6,1,11,11,2,4,1,2,3
50.0,-122.0,Nlaka'pamux,Nd10,Exogamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Small extended,"Polygyny, non-sororal cohabit",Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,No alternate,Insignificant,Husband to wife,Ambi/neo-local,3,5,2,7,4,7,3,9,1,1,1,2,4,4,1,0
50.0,-117.0,Kutenai,Nd7,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,Uxorilocal,Different,Uxorilocal,Ambi-viri,No exogamous clans,No alternate,Insignificant,Husband to wife,Ambi/neo-local,0,5,2,7,4,2,0,9,0,10,1,2,4,4,1,0
50.0,16.0,Czechs,Ch3,Agamous,Only second cousins,Only second cousins,None preferred,None preferred,Minimal extended,Monogamous,Neolocal,Same,Virilocal,Virilocal,No exogamous clans,No alternate,Dowry,Ambi/neo-local,Wife to husband,0,6,3,7,4,1,1,5,1,11,11,2,4,2,0,3
50.0,136.0,Ulch,ec18,Clans,Cross-cousin,Duolateral,Cross-cousin: matri,MoBrDa,"Nuclear, limited polygyny",Limited polygyny,Avuncu-uxorilocal,Same,Virilocal,Virilocal,Clans,Bride-service,Bride-wealth,Ambi/neo-local,Wife to husband,1,1,0,4,3,2,0,1,1,11,11,0,0,1,0,3
50.02,-124.78,Lillooet,Nd9,Exogamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Small extended,"Polygyny, sororal cohabit",Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,No alternate,Insignificant,Husband to wife,Ambi/neo-local,3,5,2,7,4,7,5,9,1,1,1,2,4,4,1,0
51.0,-127.49,Kwakwaka'wakw,Nb3,Exogamous,Only second cousins,Only second cousins,Second cousins preferred,Second cousin,Small extended,Limited polygyny,Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,Bride-wealth,Gift exchange,Husband to wife,Ambi/neo-local,3,6,3,8,5,7,0,9,1,1,1,2,1,3,1,0
51.0,-125.0,Klahoose,Nb12,Exogamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Large extended,"Polygyny, non-sororal cohabit",Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,No alternate,Gift exchange,Husband to wife,Ambi/neo-local,3,5,2,7,4,0,3,9,1,1,1,2,4,3,1,0
51.0,-120.0,Shuswap,Nd11,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Small extended,"Polygyny, non-sororal cohabit",No alternate,Same,Virilocal,Virilocal,No exogamous clans,No alternate,Gift exchange,No alternate,Wife to husband,0,5,2,7,4,7,3,6,1,11,11,2,4,3,2,3
51.0,-115.0,Kainai,Ne13,Exogamous,No first cousins,No first cousins,None preferred,None preferred,"Polygyny, typical cowives pattern","Polygyny, sororal cohabit",Neolocal,Same,Virilocal,Virilocal,No exogamous clans,Bride-wealth,Gift exchange,Ambi/neo-local,Wife to husband,3,4,1,7,4,6,5,5,1,11,11,2,1,3,0,3
51.0,-112.0,Blackfoot,Ne12,Exogamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Large extended,"Polygyny, sororal cohabit",Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,No alternate,Bride-wealth,Husband to wife,Ambi/neo-local,3,5,2,7,4,0,5,9,1,1,1,2,4,1,1,0
51.0,-85.0,Eastern Cree,Na31,Agamous,Any first cousins,Quadrilateral,None preferred,None preferred,Small extended,Limited polygyny,Virilocal,Same,Ambi-uxo,Ambi-uxo,No exogamous clans,No alternate,Insignificant,Wife to husband,Ambi/neo-local,0,0,4,7,4,7,0,10,1,0,0,2,4,4,4,0
51.0,138.0,Oroch,ec20,Clans,Cross-cousin,Duolateral,Cross-cousin: matri,MoBrDa,"Nuclear, limited polygyny",Limited polygyny,Avuncu-uxorilocal,Same,Virilocal,Virilocal,Clans,Bride-service,Bride-wealth,Ambi/neo-local,Wife to husband,1,1,0,4,3,2,0,1,1,11,11,0,0,1,0,3
51.75,-72.66,Mistissini Cree,Na45,Agamous,Cross-cousin,Duolateral,Cross-cousin: either,Cross-cousin,"Nuclear, limited polygyny",Limited polygyny,Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,Woman exchange,Insignificant,Husband to wife,Ambi/neo-local,0,1,0,3,0,2,0,9,1,1,1,2,6,4,1,0
52.0,-128.0,Heiltsuk,Nb23,Agamous,Cross-cousin,Duolateral,None preferred,None preferred,Small extended,Limited polygyny,Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,No alternate,Gift exchange,Husband to wife,Ambi/neo-local,0,1,0,7,4,7,0,9,1,1,1,2,4,3,1,0
52.0,-127.0,Nuxalk,Nb9,Agamous,No first cousins,No first cousins,None preferred,None preferred,Small extended,"Polygyny, non-sororal cohabit",Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,No alternate,Gift exchange,Husband to wife,Ambi/neo-local,0,4,1,7,4,7,3,9,1,1,1,2,4,3,1,0
52.0,-122.0,Chilcotin,Nd8,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Small extended,Limited polygyny,Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,Bride-service,Gift exchange,Husband to wife,Ambi/neo-local,0,5,2,7,4,7,0,9,1,1,1,2,0,3,1,0
52.0,-98.0,Northern Saulteaux,Na33,Agamous,Cross-cousin,Duolateral,Cross-cousin: either,Cross-cousin,Small extended,Limited polygyny,Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,No alternate,Insignificant,Husband to wife,Ambi/neo-local,0,1,0,3,0,7,0,9,1,1,1,2,4,4,1,0
52.0,-94.0,Pekangekum,Na34,Clans,Cross-cousin,Duolateral,None preferred,None preferred,Minimal extended,Limited polygyny,Uxorilocal,Different,Uxorilocal,Patrilocal,Clans,No alternate,Insignificant,Husband to wife,Wife to husband,1,1,0,7,4,1,0,9,0,10,8,0,4,4,1,3
52.0,107.0,Buryat,Eb6,Clans,Maternal only,Duolateral,None preferred,None preferred,Large extended,Limited polygyny,No alternate,Same,Patrilocal,Patrilocal,Clans,No alternate,Bride-wealth,No alternate,Wife to husband,1,2,0,7,4,0,0,6,1,8,8,0,4,1,2,3
52.0,134.0,Negidal,ec17,Clans,Cross-cousin,Duolateral,Cross-cousin: matri,MoBrDa,"Nuclear, limited polygyny",Limited polygyny,No alternate,Same,Virilocal,Virilocal,Clans,Woman exchange,Bride-wealth,No alternate,Wife to husband,1,1,0,4,3,2,0,6,1,11,11,0,6,1,2,3
53.0,-126.0,Alkatcho,Nb10,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Small extended,"Polygyny, non-sororal cohabit",Uxorilocal,Different,Uxorilocal,Ambi-viri,No exogamous clans,No alternate,Bride-service,Husband to wife,Ambi/neo-local,0,5,2,7,4,7,3,9,0,10,1,2,4,0,1,0
53.0,-83.0,Attawapiskat Cree,Na7,Agamous,Cross-cousin,Duolateral,Cross-cousin: either,Cross-cousin,"Nuclear, limited polygyny",Limited polygyny,Uxorilocal,Different,Uxorilocal,Ambi-viri,No exogamous clans,No alternate,Bride-service,Husband to wife,Ambi/neo-local,0,1,0,3,0,2,0,9,0,10,1,2,4,0,1,0
53.0,-9.0,Irish,Cg3,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,Minimal extended,Monogamous,Neolocal,Same,Virilocal,Virilocal,No exogamous clans,No alternate,Dowry,Ambi/neo-local,Wife to husband,0,5,2,7,4,1,1,5,1,11,11,2,4,2,0,3
53.0,7.0,Dutch,Cg1,Agamous,Any first cousins,Quadrilateral,None preferred,None preferred,Small extended,Monogamous,Neolocal,Same,Ambilocal,Ambilocal,No exogamous clans,No alternate,Insignificant,No alternate,Ambi/neo-local,0,0,4,7,4,7,1,5,1,2,2,2,4,4,2,0
53.0,50.0,Erzya Mordvins,ch15,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,"Nuclear, monogamous",Monogamous,No alternate,Same,Virilocal,Virilocal,No exogamous clans,Bride-wealth,Dowry,No alternate,Wife to husband,0,5,2,7,4,3,1,6,1,11,11,2,1,2,2,3
53.0,142.0,Nivkh,Ec1,"Segmented, no exogamy",Matrilateral cross only,Unilateral,Uni: MoBrDa,MoBrDa,"Nuclear, limited polygyny",Limited polygyny,No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,5,3,7,14,3,2,0,6,1,8,8,2,4,1,2,3
53.86,-166.79,Aleut,Na9,Agamous,Any first cousins,Quadrilateral,All: matri,MoBrDa,Large extended,"Polygyny, non-sororal cohabit",No alternate,Different,Uxorilocal,Virilocal,No exogamous clans,No alternate,Bride-service,No alternate,Wife to husband,0,0,4,2,3,0,3,6,0,10,11,2,4,0,2,3
54.0,-132.0,Haida,Nb1,Clans,Cross-cousin,Duolateral,Cross-cousin: patri,FaSiDa,Large extended,Limited polygyny,No alternate,Different,Uxorilocal,Avunculocal,Clans,No alternate,Bride-service,No alternate,Wife to husband,1,1,0,5,2,0,0,6,0,10,5,0,4,0,2,3
54.0,-124.0,Dakelh,Na19,Agamous,Cross-cousin,Duolateral,Cross-cousin: either,Cross-cousin,Small extended,"Polygyny, sororal cohabit",Virilocal,Different,Uxorilocal,Matrilocal,No exogamous clans,Bride-service,Bride-wealth,Wife to husband,Husband to wife,0,1,0,3,0,7,5,10,0,10,6,2,0,1,4,1
54.0,-110.0,Sarcee,Ne7,Agamous,No first cousins,No first cousins,None preferred,None preferred,"Polygyny, typical cowives pattern","Polygyny, sororal cohabit",Neolocal,Same,Virilocal,Virilocal,No exogamous clans,No alternate,Bride-wealth,Ambi/neo-local,Wife to husband,0,4,1,7,4,6,5,5,1,11,11,2,4,1,0,3
54.0,56.0,Bashkir,ch12,Demes,No first/second cousins,No first/second cousins,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,Patrilocal,Different,Separate,Virilocal,No exogamous clans,Dowry,Bride-wealth,No alternate,Wife to husband,2,5,2,7,4,2,0,7,0,9,11,2,2,1,2,3
54.01,142.71,Orok,ec19,Clans,Cross-cousin,Duolateral,Cross-cousin: matri,MoBrDa,"Nuclear, limited polygyny",Limited polygyny,Matrilocal,Same,Virilocal,Virilocal,Clans,Bride-service,Bride-wealth,Husband to wife,Wife to husband,1,1,0,4,3,2,0,4,1,11,11,0,0,1,1,3
54.64,-130.25,Tsimshian,Nb7,Agamous,Cross-cousin,Duolateral,Cross-cousin: matri,MoBrDa,Large extended,"Polygyny, non-sororal cohabit",No alternate,Same,Avunculocal,Avunculocal,No exogamous clans,Dowry,Bride-wealth,No alternate,Wife to husband,0,1,0,4,3,0,3,6,1,5,5,2,2,1,2,3
54.98,161.79,Itelmen,ec13,Agamous,Cross-cousin,Duolateral,None preferred,None preferred,Small extended,Limited polygyny,Avuncu-uxorilocal,Different,Uxorilocal,Patrilocal,No exogamous clans,No alternate,Bride-service,Ambi/neo-local,Wife to husband,0,1,0,7,4,7,0,1,0,10,8,2,4,0,0,3
55.0,24.0,Lithuanian Tatar,ch23,Demes,Some second only,Some second only,None preferred,None preferred,"Nuclear, monogamous",Monogamous,Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,No alternate,Dowry,Husband to wife,Ambi/neo-local,2,9,5,7,4,3,1,9,1,1,1,2,4,2,1,0
55.0,24.0,Lithuanians,Ch9,Agamous,No first cousins,No first cousins,None preferred,None preferred,Small extended,Monogamous,Neolocal,Same,Virilocal,Virilocal,No exogamous clans,No alternate,Dowry,Ambi/neo-local,Wife to husband,0,4,1,7,4,7,1,5,1,11,11,2,4,2,0,3
55.0,28.0,Byelorussians,Ch6,Agamous,Only second cousins,Only second cousins,None preferred,None preferred,Minimal extended,Monogamous,Neolocal,Same,Ambilocal,Ambilocal,No exogamous clans,No alternate,Dowry,No alternate,Ambi/neo-local,0,6,3,7,4,1,1,5,1,2,2,2,4,2,2,0
55.0,50.0,Kazan tatar,ch20,Agamous,No first cousins,No first cousins,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,No alternate,Different,Separate,Virilocal,No exogamous clans,Dowry,Bride-wealth,No alternate,Wife to husband,0,4,1,7,4,2,0,6,0,9,11,2,2,1,2,3
55.0,112.0,Evenk,ec16,Clans,Cross-cousin,Duolateral,Cross-cousin: matri,MoBrDa,"Nuclear, monogamous",Monogamous,No alternate,Same,Virilocal,Virilocal,Clans,Woman exchange,Bride-wealth,No alternate,Wife to husband,1,1,0,4,3,3,1,6,1,11,11,0,6,1,2,3
57.0,23.0,Livs,ch24,Clans,No first/second cousins,No first/second cousins,None preferred,None preferred,"Nuclear, monogamous",Monogamous,No alternate,Same,Virilocal,Virilocal,Clans,No alternate,Dowry,No alternate,Wife to husband,1,5,2,7,4,3,1,6,1,11,11,0,4,2,2,3
57.0,53.0,Chuvash,ch14,"Segmented, no exogamy",No first/second cousins,No first/second cousins,None preferred,None preferred,"Nuclear, monogamous",Monogamous,Patrilocal,Same,Virilocal,Virilocal,No exogamous clans,Insignificant,Gift exchange,No alternate,Wife to husband,5,5,2,7,4,3,1,7,1,11,11,2,3,3,2,3
57.0,53.0,Udmurt,ch26,Exogamous,No first/second cousins,No first/second cousins,None preferred,None preferred,"Nuclear, monogamous",Monogamous,Uxorilocal,Different,Separate,Ambi-viri,No exogamous clans,Dowry,Bride-wealth,Husband to wife,Ambi/neo-local,3,5,2,7,4,3,1,9,0,9,1,2,2,1,1,0
58.0,-70.0,Naskapi,Na5,Agamous,Cross-cousin,Duolateral,Cross-cousin: either,Cross-cousin,Small extended,Limited polygyny,No alternate,Same,Ambilocal,Ambilocal,No exogamous clans,Woman exchange,Insignificant,No alternate,Ambi/neo-local,0,1,0,3,0,7,0,6,1,2,2,2,6,4,2,0
58.12,-133.92,Tlingit,Nb22,Clans,Patrilateral cross only,Unilateral,Uni: FaSiDa,FaSiDa,Small extended,Limited polygyny,No alternate,Same,Avunculocal,Avunculocal,Clans,Bride-wealth,Gift exchange,No alternate,Wife to husband,1,8,7,13,2,7,0,6,1,5,5,0,1,3,2,3
59.0,-128.0,Kaska,Na4,"Segmented, no exogamy",Matrilateral cross only,Unilateral,Uni: MoBrDa,MoBrDa,Large extended,Monogamous,No alternate,Same,Matrilocal,Matrilocal,No exogamous clans,No alternate,Bride-service,No alternate,Husband to wife,5,3,7,14,3,0,1,6,1,6,6,2,4,0,2,1
59.0,29.0,Ingrians,ch18,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,"Nuclear, monogamous",Monogamous,No alternate,Same,Virilocal,Virilocal,No exogamous clans,No alternate,Dowry,No alternate,Wife to husband,0,5,2,7,4,3,1,6,1,11,11,2,4,2,2,3
59.0,29.0,Votes,ch28,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,"Nuclear, monogamous",Monogamous,No alternate,Same,Virilocal,Virilocal,No exogamous clans,Insignificant,Insignificant,No alternate,Wife to husband,0,5,2,7,4,3,1,6,1,11,11,2,3,4,2,3
